# MOO tseries comparison 
# col 0 dates | col 1,2 MC | col 3,4 ANS | col 5,6 NS
t capMC  bondMC  capNS  bondNS capSP
1	2.0143    0.0241    	2.518993851	0.068153034	2.632284387
2	    2.0143    0.0241	2.518993851	0.068153034	2.632284387
3	    1.8932    0.0120	2.562862481	0.080597419	2.617821381
4	    1.8417    0.0122	2.63307883	0.080597419	2.650916317
5	    1.8417    0.0122	2.63307883	0.080597419	2.650916317
6	    2.0513    0.0135	2.619241659	0.054151397	2.677219938
7	    2.0721    0.0174	2.568201643	0.072695037	2.603008323
8	    2.2011    0.0107	2.6554333	0.041884302	2.676642839
9	    2.3287    0.0138	2.773261073	0.04176086	2.853525233
10	    2.3287    0.0138	2.773261073	0.04176086	2.853525233
11	    2.3506    0.0234	2.677263694	0.057747508	2.715885623
12	    2.0924    0.0174	2.614458868	0.072156376	2.676942646
13	    2.1155    0.0245	2.629015685	0.056728169	2.682034575
14	    2.1078    0.0116	2.555886176	0.126940912	2.706467757
15	    2.1709    0.0194	2.57879065	0.051942441	2.641277929
16	    2.1798    0.0110	2.591817203	0.036663561	2.626589496
17	    1.9741    0.0179	2.542510149	0.097668699	2.60529906
18	    2.0458    0.0185	2.534526395	0.074796874	2.62506718
19	    2.0948    0.0195	2.525859084	0.09031808	2.657462031
20	    2.0948    0.0195	2.525859084	0.09031808	2.657462031
21	    2.2474    0.0095	2.547188407	0.090720332	2.655719511
22	    2.1211    0.0219	2.613315393	0.06686932	2.736318986
23	    1.8445    0.0241	2.620673094	0.062090514	2.735735253
24	    2.2316    0.0135	2.591503553	0.090162164	2.710272245
25	    2.2530    0.0163	2.684363052	0.020114241	2.786313098
26	    2.2100    0.0066	2.663605944	0.017414816	2.689011167
27	    2.1611    0.0068	2.658723291	0.017489946	2.681627075
28	    2.2195    0.0086	2.644851995	0.018688493	2.657662745
29	    2.1389    0.0104	2.610605439	0.061229887	2.658109398
30	    2.1810    0.0072	2.633017695	0.050646519	2.674047892
31	    2.3050    0.0128	2.810546182	0.023945441	2.81793613
32	    2.3363    0.0100	2.841662882	0.013790182	2.852869871
33	    2.2680    0.0123	2.799695715	0.025802853	2.807371542
34	    2.3027    0.0124	2.795999129	0.037107114	2.824304352
35	    2.3358    0.0148	2.818330812	0.026909366	2.836127614
36	    2.3261    0.0067	2.786356721	0.036672473	2.822037562
37	    2.3263    0.0066	2.787223044	0.036113208	2.827185807
38	    2.3455    0.0080	2.814704708	0.058911853	2.872004101
39	    2.3787    0.0133	2.847494118	0.030052591	2.881904626
40	    2.4030    0.0092	2.870281378	0.016126983	2.929538792
41	    2.4030    0.0092	2.870281378	0.016126983	2.929538792
42	    2.2835    0.0175	2.909035722	0.070590796	2.925204566
43	    2.3496    0.0158	2.897699089	0.070207162	2.931296633
44	    2.2812    0.0115	2.90815184	0.080275343	2.983886823
45	    2.3202    0.0072	2.942403303	0.014467745	2.929377589
46	    2.3296    0.0086	2.899007867	0.099450327	2.93255774
47	    2.3457    0.0099	2.892950286	0.086003436	2.905064316
48	    2.2658    0.0159	2.926109594	0.016210346	2.943100677
49	    2.1869    0.0097	2.825957552	0.111110594	2.883143541
50	    2.1982    0.0095	2.834821924	0.089079283	2.870522431
51	    2.1669    0.0100	2.552505637	0.010820485	2.563844203
52	    1.9170    0.0118	2.604046857	0.011230604	2.645793955
53	    2.0876    0.0089	2.754898985	0.015460428	2.739395894
54	    2.0347    0.0189	2.728555259	0.019296005	2.751768347
55	    1.9964    0.0108	2.69003911	0.011754296	2.717806414
56	    2.0929    0.0090	2.696194948	0.009493212	2.667183912
57	    1.7164    0.1897	2.659667612	0.012580062	2.66934183
58	    2.9133    0.0116	2.684943108	0.016691596	2.689320914
59	    2.9133    0.0116	2.684943108	0.016691596	2.689320914
60	    2.4211    0.0208	2.739079136	0.01642099	2.736464108
61	    2.1797    0.0237	2.743512987	0.00814703	2.738850134
62	    2.7640    0.0123	2.756199162	0.014293902	2.77203619
63	    1.6984    0.2071	2.760395161	0.010531769	2.73840953
64	    2.1322    0.0129	2.789858188	0.014281844	2.790107975
